transaction_id,customer_id,category,item,price_per_unit,quantity,total_spent,payment_method,location,transaction_date,discount_applied
TXN_6015868,CUST_07,Patisserie,Item_14_Pat,24.5,,,Credit Card,In-Store,2023-04-08,True
TXN_4341401,CUST_18,Electric Household Essentials,Item_10_Ehe,18.5,,,Digital Wallet,In-Store,2023-04-09,True
TXN_3894802,CUST_08,Beverages,Item_19_Bev,32.0,,,Digital Wallet,In-Store,2023-04-10,False
TXN_5351182,CUST_18,Food,Item_2_Food,6.5,,,Credit Card,In-Store,2023-04-10,True
TXN_8865856,CUST_05,Beverages,Item_9_Bev,17.0,,,Cash,Online,2023-04-11,True
TXN_9208311,CUST_06,Electric Household Essentials,Item_20_Ehe,33.5,,,Digital Wallet,In-Store,2023-04-12,
TXN_6522613,CUST_19,Computers And Electric Accessories,Item_12_Cea,21.5,,,Digital Wallet,Online,2023-04-13,True
TXN_8966314,CUST_19,Milk Products,Item_18_Milk,30.5,,,Digital Wallet,Online,2023-04-14,True
TXN_7422454,CUST_07,Butchers,Item_20_But,33.5,,,Cash,Online,2023-04-15,
TXN_4495319,CUST_25,Computers And Electric Accessories,Item_8_Cea,15.5,,,Cash,Online,2023-04-15,
TXN_2500042,CUST_13,Computers And Electric Accessories,Item_21_Cea,35.0,,,Digital Wallet,Online,2023-04-15,True
TXN_5862292,CUST_11,Beverages,Item_7_Bev,14.0,,,Credit Card,In-Store,2023-04-16,
TXN_8315157,CUST_01,Furniture,Item_25_Fur,41.0,,,Cash,Online,2023-04-19,False
TXN_5742371,CUST_18,Food,Item_4_Food,9.5,,,Credit Card,In-Store,2023-04-25,True
TXN_9349221,CUST_09,Butchers,Item_2_But,6.5,,,Digital Wallet,Online,2023-05-02,
TXN_1532460,CUST_09,Furniture,Item_17_Fur,29.0,,,Digital Wallet,Online,2023-05-06,True
TXN_3171724,CUST_18,Patisserie,Item_17_Pat,29.0,,,Digital Wallet,Online,2023-05-07,False
TXN_4182653,CUST_01,Electric Household Essentials,Item_23_Ehe,38.0,,,Cash,In-Store,2023-05-10,True
TXN_4772413,CUST_22,Milk Products,Item_20_Milk,33.5,,,Digital Wallet,Online,2023-05-13,
TXN_2026101,CUST_10,Patisserie,Item_14_Pat,24.5,,,Cash,In-Store,2023-05-14,
TXN_9077055,CUST_25,Food,Item_10_Food,18.5,,,Digital Wallet,In-Store,2023-05-15,True
TXN_1759177,CUST_20,Beverages,Item_12_Bev,21.5,,,Digital Wallet,In-Store,2023-05-17,False
TXN_2164614,CUST_07,Furniture,Item_2_Fur,6.5,,,Digital Wallet,Online,2023-05-18,
TXN_1175914,CUST_13,Butchers,Item_13_But,23.0,,,Cash,In-Store,2023-05-19,False
TXN_9517045,CUST_09,Electric Household Essentials,Item_9_Ehe,17.0,,,Digital Wallet,Online,2023-05-20,
TXN_5780579,CUST_08,Furniture,Item_6_Fur,12.5,,,Digital Wallet,In-Store,2023-05-23,True
TXN_7450689,CUST_18,Butchers,Item_6_But,12.5,,,Credit Card,Online,2023-05-25,True
TXN_3605723,CUST_04,Furniture,Item_11_Fur,20.0,,,Digital Wallet,Online,2023-05-27,False
TXN_5377881,CUST_23,Computers And Electric Accessories,Item_12_Cea,21.5,,,Cash,Online,2023-05-29,True
TXN_1226245,CUST_18,Food,Item_12_Food,21.5,,,Credit Card,In-Store,2023-05-31,
TXN_9868145,CUST_15,Patisserie,Item_4_Pat,9.5,,,Credit Card,In-Store,2023-06-02,True
TXN_9295319,CUST_07,Patisserie,Item_16_Pat,27.5,,,Credit Card,In-Store,2023-06-04,
TXN_8283688,CUST_08,Electric Household Essentials,Item_17_Ehe,29.0,,,Digital Wallet,In-Store,2023-06-04,True
TXN_5960598,CUST_08,Computers And Electric Accessories,Item_2_Cea,6.5,,,Digital Wallet,Online,2023-06-07,False
TXN_4143842,CUST_05,Butchers,Item_13_But,23.0,,,Digital Wallet,In-Store,2023-06-07,True
TXN_4656312,CUST_22,Patisserie,Item_14_Pat,24.5,,,Digital Wallet,In-Store,2023-06-10,False
TXN_3649978,CUST_03,Butchers,Item_11_But,20.0,,,Digital Wallet,In-Store,2023-06-13,False
TXN_8595871,CUST_12,Butchers,Item_22_But,36.5,,,Credit Card,Online,2023-06-20,
TXN_6615809,CUST_20,Computers And Electric Accessories,Item_8_Cea,15.5,,,Credit Card,In-Store,2023-06-22,True
TXN_6307499,CUST_22,Electric Household Essentials,Item_20_Ehe,33.5,,,Credit Card,In-Store,2023-06-22,True
TXN_9676576,CUST_25,Furniture,Item_11_Fur,20.0,,,Digital Wallet,In-Store,2023-06-27,
TXN_8988049,CUST_01,Milk Products,Item_3_Milk,8.0,,,Digital Wallet,In-Store,2023-06-27,False
TXN_4733738,CUST_19,Butchers,Item_5_But,11.0,,,Cash,In-Store,2023-06-29,
TXN_7819012,CUST_19,Computers And Electric Accessories,Item_2_Cea,6.5,,,Digital Wallet,Online,2023-07-02,False
TXN_2997457,CUST_02,Beverages,Item_14_Bev,24.5,,,Digital Wallet,Online,2023-07-04,False
TXN_4705521,CUST_07,Food,Item_5_Food,11.0,,,Cash,Online,2023-07-06,
TXN_4699589,CUST_13,Electric Household Essentials,Item_25_Ehe,41.0,,,Credit Card,Online,2023-07-07,False
TXN_4005159,CUST_23,Butchers,Item_19_But,32.0,,,Cash,In-Store,2023-07-09,
TXN_6292395,CUST_08,Food,Item_10_Food,18.5,,,Digital Wallet,In-Store,2023-07-11,True
TXN_1955780,CUST_18,Milk Products,Item_16_Milk,27.5,,,Credit Card,Online,2023-07-12,
TXN_2118875,CUST_12,Patisserie,Item_3_Pat,8.0,,,Digital Wallet,In-Store,2023-07-13,
TXN_4311947,CUST_18,Electric Household Essentials,Item_7_Ehe,14.0,,,Digital Wallet,In-Store,2023-07-17,False
TXN_8444157,CUST_11,Patisserie,Item_4_Pat,9.5,,,Digital Wallet,Online,2023-07-17,False
TXN_6285433,CUST_24,Computers And Electric Accessories,Item_9_Cea,17.0,,,Credit Card,In-Store,2023-07-18,True
TXN_6073559,CUST_19,Butchers,Item_12_But,21.5,,,Digital Wallet,Online,2023-07-18,False
TXN_9818603,CUST_05,Computers And Electric Accessories,Item_3_Cea,8.0,,,Credit Card,In-Store,2023-07-20,
TXN_1834624,CUST_25,Patisserie,Item_24_Pat,39.5,,,Cash,In-Store,2023-07-22,True
TXN_5080357,CUST_06,Beverages,Item_7_Bev,14.0,,,Digital Wallet,In-Store,2023-07-22,True
TXN_7113206,CUST_09,Milk Products,Item_16_Milk,27.5,,,Digital Wallet,In-Store,2023-07-28,
TXN_3853013,CUST_04,Beverages,Item_21_Bev,35.0,,,Cash,Online,2023-07-28,True
TXN_2350545,CUST_17,Butchers,Item_25_But,41.0,,,Credit Card,In-Store,2023-07-29,False
TXN_1811555,CUST_15,Food,Item_18_Food,30.5,,,Cash,Online,2023-07-31,
TXN_4797230,CUST_20,Electric Household Essentials,Item_12_Ehe,21.5,,,Credit Card,In-Store,2023-08-01,True
TXN_5980975,CUST_13,Furniture,Item_1_Fur,5.0,,,Credit Card,Online,2023-08-01,
TXN_9712639,CUST_10,Computers And Electric Accessories,Item_22_Cea,36.5,,,Digital Wallet,In-Store,2023-08-04,False
TXN_6749795,CUST_12,Patisserie,Item_23_Pat,38.0,,,Digital Wallet,Online,2023-08-06,True
TXN_3347185,CUST_01,Butchers,Item_2_But,6.5,,,Cash,In-Store,2023-08-07,True
TXN_9887959,CUST_24,Beverages,Item_12_Bev,21.5,,,Cash,Online,2023-08-09,True
TXN_4052796,CUST_20,Furniture,Item_20_Fur,33.5,,,Credit Card,In-Store,2023-08-14,
TXN_9246169,CUST_14,Electric Household Essentials,Item_23_Ehe,38.0,,,Cash,Online,2023-08-16,False
TXN_3573477,CUST_18,Milk Products,Item_19_Milk,32.0,,,Cash,In-Store,2023-08-22,True
TXN_5162382,CUST_24,Electric Household Essentials,Item_8_Ehe,15.5,,,Digital Wallet,Online,2023-08-26,
TXN_2114614,CUST_12,Beverages,Item_14_Bev,24.5,,,Digital Wallet,In-Store,2023-09-02,
TXN_3745490,CUST_01,Computers And Electric Accessories,Item_6_Cea,12.5,,,Credit Card,Online,2023-09-04,True
TXN_1490623,CUST_19,Butchers,Item_17_But,29.0,,,Cash,Online,2023-09-05,False
TXN_6172739,CUST_03,Beverages,Item_3_Bev,8.0,,,Credit Card,In-Store,2023-09-12,False
TXN_5047909,CUST_03,Milk Products,Item_22_Milk,36.5,,,Digital Wallet,Online,2023-09-20,True
TXN_2515470,CUST_07,Food,Item_3_Food,8.0,,,Credit Card,Online,2023-09-20,
TXN_9493727,CUST_07,Milk Products,Item_22_Milk,36.5,,,Credit Card,Online,2023-09-20,False
TXN_5127072,CUST_18,Electric Household Essentials,Item_20_Ehe,33.5,,,Credit Card,In-Store,2023-09-21,
TXN_2823143,CUST_02,Butchers,Item_23_But,38.0,,,Credit Card,In-Store,2023-09-21,True
TXN_8889522,CUST_21,Milk Products,Item_6_Milk,12.5,,,Cash,Online,2023-09-21,True
TXN_4240515,CUST_09,Electric Household Essentials,Item_17_Ehe,29.0,,,Credit Card,Online,2023-09-23,True
TXN_5833782,CUST_17,Milk Products,Item_23_Milk,38.0,,,Credit Card,In-Store,2023-09-25,True
TXN_7554858,CUST_25,Milk Products,Item_2_Milk,6.5,,,Digital Wallet,Online,2023-09-27,True
TXN_2324066,CUST_12,Beverages,Item_7_Bev,14.0,,,Credit Card,Online,2023-09-28,True
TXN_6241198,CUST_24,Computers And Electric Accessories,Item_21_Cea,35.0,,,Credit Card,Online,2023-10-02,False
TXN_9906846,CUST_08,Beverages,Item_4_Bev,9.5,,,Cash,Online,2023-10-03,
TXN_2496138,CUST_22,Food,Item_5_Food,11.0,,,Cash,Online,2023-10-04,
TXN_4195260,CUST_17,Furniture,Item_21_Fur,35.0,,,Cash,Online,2023-10-05,True
TXN_8800567,CUST_13,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,Online,2023-10-05,False
TXN_3384705,CUST_17,Computers And Electric Accessories,Item_7_Cea,14.0,,,Cash,In-Store,2023-10-05,True
TXN_6036397,CUST_06,Butchers,Item_22_But,36.5,,,Digital Wallet,Online,2023-10-08,False
TXN_9469569,CUST_08,Food,Item_6_Food,12.5,,,Digital Wallet,In-Store,2023-10-09,
TXN_1720372,CUST_20,Food,Item_5_Food,11.0,,,Credit Card,In-Store,2023-10-23,True
TXN_5103418,CUST_02,Patisserie,Item_4_Pat,9.5,,,Digital Wallet,Online,2023-10-24,True
TXN_3598978,CUST_17,Butchers,Item_25_But,41.0,,,Cash,Online,2023-10-24,True
TXN_1223128,CUST_13,Butchers,Item_15_But,26.0,,,Digital Wallet,In-Store,2023-10-24,False
TXN_8927407,CUST_24,Food,Item_5_Food,11.0,,,Cash,Online,2023-10-26,True
TXN_6179863,CUST_02,Butchers,Item_18_But,30.5,,,Credit Card,In-Store,2023-10-29,
TXN_7799324,CUST_21,Furniture,Item_10_Fur,18.5,,,Digital Wallet,Online,2023-10-31,True
TXN_1679439,CUST_10,Milk Products,Item_22_Milk,36.5,,,Cash,Online,2023-11-01,
TXN_4737365,CUST_05,Furniture,Item_14_Fur,24.5,,,Digital Wallet,Online,2023-11-02,True
TXN_4880929,CUST_20,Butchers,Item_3_But,8.0,,,Digital Wallet,In-Store,2023-11-03,True
TXN_6595686,CUST_18,Milk Products,Item_19_Milk,32.0,,,Cash,Online,2023-11-13,False
TXN_9900913,CUST_25,Patisserie,Item_16_Pat,27.5,,,Cash,In-Store,2023-11-15,
TXN_9224310,CUST_03,Computers And Electric Accessories,Item_5_Cea,11.0,,,Credit Card,Online,2023-11-21,True
TXN_7820167,CUST_16,Milk Products,Item_4_Milk,9.5,,,Credit Card,In-Store,2023-11-21,True
TXN_2258558,CUST_17,Beverages,Item_8_Bev,15.5,,,Cash,In-Store,2023-11-23,
TXN_8126831,CUST_23,Butchers,Item_17_But,29.0,,,Credit Card,In-Store,2023-11-25,
TXN_8100199,CUST_01,Butchers,Item_23_But,38.0,,,Credit Card,Online,2023-11-27,
TXN_9012548,CUST_23,Butchers,Item_8_But,15.5,,,Credit Card,In-Store,2023-11-28,False
TXN_6461820,CUST_18,Food,Item_22_Food,36.5,,,Cash,In-Store,2023-11-29,
TXN_1220541,CUST_21,Food,Item_21_Food,35.0,,,Digital Wallet,In-Store,2023-12-03,False
TXN_5473528,CUST_16,Patisserie,Item_10_Pat,18.5,,,Credit Card,Online,2023-12-03,False
TXN_1671487,CUST_22,Electric Household Essentials,Item_20_Ehe,33.5,,,Digital Wallet,In-Store,2023-12-03,False
TXN_4168865,CUST_11,Patisserie,Item_15_Pat,26.0,,,Cash,Online,2023-12-03,False
TXN_2913442,CUST_05,Butchers,Item_3_But,8.0,,,Cash,Online,2023-12-05,True
TXN_7378094,CUST_22,Milk Products,Item_11_Milk,20.0,,,Cash,In-Store,2023-12-06,
TXN_3742213,CUST_21,Butchers,Item_2_But,6.5,,,Cash,In-Store,2023-12-10,True
TXN_9403595,CUST_11,Milk Products,Item_1_Milk,5.0,,,Cash,In-Store,2023-12-12,False
TXN_3800420,CUST_20,Electric Household Essentials,Item_14_Ehe,24.5,,,Cash,In-Store,2023-12-14,False
TXN_1851869,CUST_20,Electric Household Essentials,Item_20_Ehe,33.5,,,Cash,In-Store,2023-12-17,True
TXN_1228408,CUST_01,Patisserie,Item_25_Pat,41.0,,,Cash,Online,2023-12-19,
TXN_3964699,CUST_15,Patisserie,Item_17_Pat,29.0,,,Credit Card,In-Store,2023-12-19,
TXN_2912144,CUST_06,Electric Household Essentials,Item_20_Ehe,33.5,,,Credit Card,In-Store,2023-12-21,
TXN_4333089,CUST_20,Food,Item_11_Food,20.0,,,Credit Card,Online,2023-12-21,True
TXN_2160657,CUST_16,Electric Household Essentials,Item_16_Ehe,27.5,,,Digital Wallet,Online,2023-12-23,True
TXN_5752809,CUST_11,Butchers,Item_13_But,23.0,,,Cash,In-Store,2023-12-24,False
TXN_9025948,CUST_21,Beverages,Item_3_Bev,8.0,,,Digital Wallet,In-Store,2023-12-25,True
TXN_1579155,CUST_22,Butchers,Item_1_But,5.0,,,Cash,In-Store,2023-12-29,True
TXN_7777970,CUST_19,Computers And Electric Accessories,Item_19_Cea,32.0,,,Digital Wallet,Online,2024-01-02,False
TXN_7133661,CUST_16,Butchers,Item_5_But,11.0,,,Cash,In-Store,2024-01-03,
TXN_8210621,CUST_03,Beverages,Item_24_Bev,39.5,,,Digital Wallet,Online,2024-01-03,False
TXN_8084251,CUST_16,Electric Household Essentials,Item_15_Ehe,26.0,,,Digital Wallet,In-Store,2024-01-03,
TXN_7583557,CUST_14,Milk Products,Item_4_Milk,9.5,,,Cash,Online,2024-01-04,
TXN_4219023,CUST_06,Butchers,Item_16_But,27.5,,,Digital Wallet,In-Store,2024-01-04,
TXN_6417831,CUST_22,Computers And Electric Accessories,Item_11_Cea,20.0,,,Credit Card,In-Store,2024-01-05,False
TXN_5102434,CUST_10,Beverages,Item_12_Bev,21.5,,,Credit Card,Online,2024-01-06,False
TXN_6314198,CUST_23,Beverages,Item_14_Bev,24.5,,,Credit Card,Online,2024-01-06,True
TXN_7673556,CUST_10,Milk Products,Item_16_Milk,27.5,,,Cash,In-Store,2024-01-07,True
TXN_4443574,CUST_08,Butchers,Item_13_But,23.0,,,Digital Wallet,Online,2024-01-08,False
TXN_3543537,CUST_07,Milk Products,Item_20_Milk,33.5,,,Cash,Online,2024-01-11,True
TXN_3246313,CUST_23,Patisserie,Item_7_Pat,14.0,,,Digital Wallet,Online,2024-01-11,
TXN_6330621,CUST_17,Electric Household Essentials,Item_25_Ehe,41.0,,,Digital Wallet,Online,2024-01-12,
TXN_9410785,CUST_24,Furniture,Item_6_Fur,12.5,,,Digital Wallet,Online,2024-01-14,False
TXN_4044974,CUST_23,Furniture,Item_11_Fur,20.0,,,Cash,Online,2024-01-14,False
TXN_1746795,CUST_18,Electric Household Essentials,Item_4_Ehe,9.5,,,Credit Card,In-Store,2024-01-15,False
TXN_5419965,CUST_23,Computers And Electric Accessories,Item_11_Cea,20.0,,,Digital Wallet,Online,2024-01-16,False
TXN_3171192,CUST_13,Food,Item_15_Food,26.0,,,Cash,Online,2024-01-22,True
TXN_3747085,CUST_04,Beverages,Item_19_Bev,32.0,,,Cash,In-Store,2024-01-24,False
TXN_5498271,CUST_17,Computers And Electric Accessories,Item_11_Cea,20.0,,,Digital Wallet,In-Store,2024-01-25,
TXN_1442308,CUST_11,Electric Household Essentials,Item_19_Ehe,32.0,,,Cash,Online,2024-01-31,
TXN_3462517,CUST_01,Patisserie,Item_4_Pat,9.5,,,Credit Card,In-Store,2024-02-01,
TXN_1770449,CUST_25,Electric Household Essentials,Item_23_Ehe,38.0,,,Digital Wallet,In-Store,2024-02-01,False
TXN_9518220,CUST_05,Beverages,Item_19_Bev,32.0,,,Digital Wallet,In-Store,2024-02-04,True
TXN_6908704,CUST_16,Electric Household Essentials,Item_15_Ehe,26.0,,,Digital Wallet,In-Store,2024-02-04,True
TXN_9120906,CUST_10,Computers And Electric Accessories,Item_12_Cea,21.5,,,Credit Card,In-Store,2024-02-13,
TXN_5992097,CUST_17,Patisserie,Item_25_Pat,41.0,,,Digital Wallet,In-Store,2024-02-13,
TXN_4022829,CUST_18,Furniture,Item_17_Fur,29.0,,,Digital Wallet,In-Store,2024-02-14,False
TXN_8047218,CUST_17,Food,Item_18_Food,30.5,,,Credit Card,Online,2024-02-14,
TXN_5431879,CUST_10,Electric Household Essentials,Item_23_Ehe,38.0,,,Credit Card,Online,2024-02-14,
TXN_4877812,CUST_01,Furniture,Item_24_Fur,39.5,,,Credit Card,In-Store,2024-02-15,
TXN_7075100,CUST_20,Patisserie,Item_25_Pat,41.0,,,Digital Wallet,Online,2024-02-16,True
TXN_4426046,CUST_10,Butchers,Item_23_But,38.0,,,Cash,Online,2024-02-16,False
TXN_3499525,CUST_02,Beverages,Item_8_Bev,15.5,,,Digital Wallet,Online,2024-02-16,
TXN_7917265,CUST_18,Milk Products,Item_1_Milk,5.0,,,Cash,In-Store,2024-02-18,
TXN_9999124,CUST_02,Butchers,Item_22_But,36.5,,,Digital Wallet,In-Store,2024-02-21,False
TXN_1574191,CUST_15,Beverages,Item_21_Bev,35.0,,,Digital Wallet,Online,2024-02-24,False
TXN_3964623,CUST_22,Milk Products,Item_22_Milk,36.5,,,Cash,In-Store,2024-03-01,
TXN_7675282,CUST_22,Electric Household Essentials,Item_15_Ehe,26.0,,,Digital Wallet,In-Store,2024-03-05,
TXN_8416020,CUST_02,Patisserie,Item_17_Pat,29.0,,,Digital Wallet,In-Store,2024-03-05,False
TXN_7608681,CUST_17,Electric Household Essentials,Item_15_Ehe,26.0,,,Digital Wallet,In-Store,2024-03-07,True
TXN_5020561,CUST_14,Beverages,Item_9_Bev,17.0,,,Cash,In-Store,2024-03-07,False
TXN_7623526,CUST_17,Computers And Electric Accessories,Item_13_Cea,23.0,,,Digital Wallet,Online,2024-03-07,
TXN_8868085,CUST_19,Furniture,Item_3_Fur,8.0,,,Credit Card,Online,2024-03-07,False
TXN_7072261,CUST_19,Patisserie,Item_23_Pat,38.0,,,Credit Card,In-Store,2024-03-08,
TXN_1864016,CUST_08,Furniture,Item_15_Fur,26.0,,,Credit Card,In-Store,2024-03-15,True
TXN_6133268,CUST_13,Patisserie,Item_12_Pat,21.5,,,Credit Card,Online,2024-03-17,
TXN_6328369,CUST_12,Food,Item_2_Food,6.5,,,Credit Card,Online,2024-03-18,
TXN_1041483,CUST_19,Electric Household Essentials,Item_8_Ehe,15.5,,,Cash,In-Store,2024-03-19,
TXN_4532214,CUST_25,Patisserie,Item_8_Pat,15.5,,,Credit Card,In-Store,2024-03-25,False
TXN_3306261,CUST_15,Electric Household Essentials,Item_2_Ehe,6.5,,,Digital Wallet,In-Store,2024-03-25,False
TXN_1130015,CUST_23,Milk Products,Item_4_Milk,9.5,,,Cash,In-Store,2024-03-27,False
TXN_2153066,CUST_17,Electric Household Essentials,Item_17_Ehe,29.0,,,Digital Wallet,In-Store,2024-03-28,False
TXN_8433240,CUST_01,Milk Products,Item_16_Milk,27.5,,,Cash,In-Store,2024-03-28,True
TXN_8293398,CUST_19,Patisserie,Item_11_Pat,20.0,,,Cash,Online,2024-03-29,False
TXN_4396084,CUST_19,Furniture,Item_5_Fur,11.0,,,Cash,In-Store,2024-03-30,True
TXN_1372952,CUST_21,Furniture,Item_20_Fur,33.5,,,Digital Wallet,In-Store,2024-04-02,True
TXN_4344596,CUST_17,Patisserie,Item_17_Pat,29.0,,,Credit Card,Online,2024-04-03,False
TXN_5266941,CUST_03,Patisserie,Item_4_Pat,9.5,,,Digital Wallet,Online,2024-04-05,True
TXN_9620768,CUST_07,Butchers,Item_12_But,21.5,,,Cash,Online,2024-04-06,True
TXN_7553716,CUST_22,Food,Item_22_Food,36.5,,,Cash,In-Store,2024-04-07,True
TXN_4024714,CUST_13,Food,Item_18_Food,30.5,,,Credit Card,Online,2024-04-10,True
TXN_5266615,CUST_20,Patisserie,Item_2_Pat,6.5,,,Digital Wallet,In-Store,2024-04-10,
TXN_2450919,CUST_15,Furniture,Item_7_Fur,14.0,,,Cash,Online,2024-04-11,True
TXN_2564188,CUST_05,Patisserie,Item_6_Pat,12.5,,,Credit Card,In-Store,2024-04-14,
TXN_4617564,CUST_14,Butchers,Item_16_But,27.5,,,Digital Wallet,In-Store,2024-04-15,False
TXN_8074211,CUST_18,Milk Products,Item_17_Milk,29.0,,,Cash,In-Store,2024-04-17,False
TXN_2584277,CUST_23,Electric Household Essentials,Item_20_Ehe,33.5,,,Cash,In-Store,2024-04-17,True
TXN_5504521,CUST_05,Beverages,Item_21_Bev,35.0,,,Digital Wallet,In-Store,2024-04-19,False
TXN_6556712,CUST_15,Milk Products,Item_11_Milk,20.0,,,Cash,In-Store,2024-04-22,
TXN_6172206,CUST_16,Beverages,Item_9_Bev,17.0,,,Digital Wallet,In-Store,2024-04-24,True
TXN_7354091,CUST_22,Patisserie,Item_11_Pat,20.0,,,Digital Wallet,In-Store,2024-04-28,True
TXN_1402550,CUST_15,Patisserie,Item_17_Pat,29.0,,,Credit Card,Online,2024-05-01,False
TXN_8061410,CUST_12,Computers And Electric Accessories,Item_22_Cea,36.5,,,Cash,Online,2024-05-02,
TXN_3522256,CUST_16,Butchers,Item_6_But,12.5,,,Credit Card,Online,2024-05-02,True
TXN_9224464,CUST_12,Computers And Electric Accessories,Item_5_Cea,11.0,,,Credit Card,Online,2024-05-04,
TXN_8972502,CUST_12,Food,Item_4_Food,9.5,,,Digital Wallet,Online,2024-05-05,
TXN_7224775,CUST_02,Butchers,Item_12_But,21.5,,,Cash,In-Store,2024-05-08,True
TXN_9038096,CUST_25,Electric Household Essentials,Item_13_Ehe,23.0,,,Credit Card,Online,2024-05-08,False
TXN_4475227,CUST_18,Electric Household Essentials,Item_12_Ehe,21.5,,,Digital Wallet,Online,2024-05-10,
TXN_4593029,CUST_07,Milk Products,Item_11_Milk,20.0,,,Digital Wallet,In-Store,2024-05-14,False
TXN_8404647,CUST_10,Food,Item_11_Food,20.0,,,Credit Card,Online,2024-05-14,True
TXN_6876674,CUST_10,Food,Item_18_Food,30.5,,,Credit Card,Online,2024-05-14,True
TXN_2551088,CUST_17,Beverages,Item_18_Bev,30.5,,,Digital Wallet,Online,2024-05-14,False
TXN_6096860,CUST_18,Furniture,Item_21_Fur,35.0,,,Digital Wallet,Online,2024-05-15,
TXN_2257428,CUST_13,Milk Products,Item_21_Milk,35.0,,,Cash,In-Store,2024-05-16,False
TXN_6979277,CUST_13,Computers And Electric Accessories,Item_10_Cea,18.5,,,Digital Wallet,Online,2024-05-16,False
TXN_1995311,CUST_23,Patisserie,Item_23_Pat,38.0,,,Cash,In-Store,2024-05-16,False
TXN_7467051,CUST_22,Milk Products,Item_7_Milk,14.0,,,Credit Card,In-Store,2024-05-18,False
TXN_3149006,CUST_08,Milk Products,Item_23_Milk,38.0,,,Credit Card,Online,2024-05-19,True
TXN_7773278,CUST_11,Electric Household Essentials,Item_23_Ehe,38.0,,,Cash,Online,2024-05-25,
TXN_8416846,CUST_15,Beverages,Item_16_Bev,27.5,,,Cash,Online,2024-05-28,False
TXN_6380866,CUST_22,Computers And Electric Accessories,Item_25_Cea,41.0,,,Credit Card,In-Store,2024-05-29,False
TXN_3954012,CUST_02,Furniture,Item_6_Fur,12.5,,,Credit Card,In-Store,2024-05-29,
TXN_2082664,CUST_06,Beverages,Item_15_Bev,26.0,,,Digital Wallet,Online,2024-05-30,True
TXN_9430988,CUST_13,Milk Products,Item_22_Milk,36.5,,,Cash,In-Store,2024-05-31,True
TXN_2901672,CUST_23,Milk Products,Item_16_Milk,27.5,,,Cash,In-Store,2024-06-01,
TXN_4800229,CUST_01,Food,Item_6_Food,12.5,,,Credit Card,In-Store,2024-06-06,False
TXN_2669850,CUST_22,Electric Household Essentials,Item_17_Ehe,29.0,,,Cash,Online,2024-06-07,True
TXN_9663281,CUST_10,Milk Products,Item_4_Milk,9.5,,,Digital Wallet,In-Store,2024-06-08,
TXN_2165479,CUST_11,Electric Household Essentials,Item_22_Ehe,36.5,,,Digital Wallet,Online,2024-06-08,True
TXN_3053471,CUST_16,Beverages,Item_17_Bev,29.0,,,Cash,Online,2024-06-09,
TXN_7140503,CUST_25,Electric Household Essentials,Item_24_Ehe,39.5,,,Digital Wallet,In-Store,2024-06-12,True
TXN_1909279,CUST_10,Electric Household Essentials,Item_14_Ehe,24.5,,,Credit Card,Online,2024-06-12,True
TXN_7780832,CUST_04,Computers And Electric Accessories,Item_11_Cea,20.0,,,Cash,In-Store,2024-06-14,
TXN_5101986,CUST_15,Beverages,Item_14_Bev,24.5,,,Cash,In-Store,2024-06-16,
TXN_7729357,CUST_08,Milk Products,Item_7_Milk,14.0,,,Credit Card,Online,2024-06-19,
TXN_9659189,CUST_13,Computers And Electric Accessories,Item_20_Cea,33.5,,,Credit Card,Online,2024-06-20,
TXN_3096445,CUST_17,Computers And Electric Accessories,Item_19_Cea,32.0,,,Digital Wallet,In-Store,2024-06-25,
TXN_6251701,CUST_07,Food,Item_18_Food,30.5,,,Cash,Online,2024-06-25,
TXN_4144500,CUST_05,Beverages,Item_17_Bev,29.0,,,Cash,In-Store,2024-06-26,
TXN_4206470,CUST_05,Electric Household Essentials,Item_13_Ehe,23.0,,,Cash,In-Store,2024-06-28,
TXN_2598056,CUST_05,Furniture,Item_15_Fur,26.0,,,Credit Card,In-Store,2024-06-30,False
TXN_4682522,CUST_07,Electric Household Essentials,Item_15_Ehe,26.0,,,Cash,Online,2024-07-09,False
TXN_3077115,CUST_10,Furniture,Item_25_Fur,41.0,,,Digital Wallet,Online,2024-07-10,False
TXN_1382421,CUST_14,Beverages,Item_20_Bev,33.5,,,Credit Card,In-Store,2024-07-12,
TXN_2501304,CUST_14,Beverages,Item_8_Bev,15.5,,,Credit Card,In-Store,2024-07-14,
TXN_6364752,CUST_23,Patisserie,Item_1_Pat,5.0,,,Cash,Online,2024-07-14,False
TXN_8970327,CUST_06,Patisserie,Item_7_Pat,14.0,,,Digital Wallet,Online,2024-07-16,
TXN_9246983,CUST_09,Electric Household Essentials,Item_15_Ehe,26.0,,,Cash,Online,2024-07-24,
TXN_4259454,CUST_09,Computers And Electric Accessories,Item_20_Cea,33.5,,,Credit Card,In-Store,2024-07-29,True
TXN_4658659,CUST_12,Food,Item_14_Food,24.5,,,Digital Wallet,In-Store,2024-07-30,False
TXN_4090954,CUST_21,Milk Products,Item_19_Milk,32.0,,,Credit Card,Online,2024-08-03,False
TXN_4548028,CUST_20,Food,Item_24_Food,39.5,,,Credit Card,In-Store,2024-08-04,True
TXN_2154827,CUST_11,Butchers,Item_25_But,41.0,,,Credit Card,In-Store,2024-08-04,False
